Pyorrhea;Infection of periodontium causing inflammation of gums and bone loss. Although pyorrhea may be controlled or eliminated with treatment - infection will always return whenever subject experiences stress or poor diet - until mercury inlays (so-called silver fillings) and nickel alloy (stainless steel) dental appliances are replaced with porcelain that does not contain uranium and infected root canals and sockets are treated. See also Dental - Dental foci - Stomatitis - Gingivitis - Toothache;Pyorrhea;Sýking periodontium veldur bólgu í tannholdi og beinþynningar. Þótt pyorrhea má stjórna eða útrýma með meðferð - sýking mun alltaf koma aftur hvenær sem háð reynslu streitu eða léleg mataræði - þar inlays kvikasilfurs (svokölluð silfur fyllingar) og nikkel ál (ryðfríu stáli) tann tæki komi með postulín sem inniheldur ekki úran og sýktar rót skurður og fals eru meðhöndlaðir. Sjá einnig Dental - Dental Foci - munnbólga - tannholdsbólga - tannpínu;2720/2489/2008/1800/1600/1550/802/880/787/776/727.5/465/444/522/146;
Pyrogenium 62;general homeopathic remedy for pus;Pyrogenium 62;Almennt hómópata lækning fyrir gröftur;151/429/594/622/872/497/498;
Pyrogenium ex ovo;;Pyrogenium fyrrverandi ovo;;231/1244/1210/1216;
Pyrogenium fish;;Pyrogenium fiskur;;287/304;
Pyrogenium mayo;;Pyrogenium Mayo;;688/759/1625/727.5/770;
Pyrogenium suis;;Pyrogenium suis;;341/356/673;
Q Fever;an infectious disease caused by contact with animals with the parasitic Rickettsia bacteria and Coxiella burnetii whose symptoms may include headache - fever - chills - and sweats. See also Typhoid fever and Rickettsia;Q Fever;smitandi sjúkdómur sem orsakast af snertingu við dýr með þeim sníkjudýra Rickettsia bakteríum og Coxiella burnetii sem einkenni geta verið höfuðverkur - hiti - hrollur - og svita. Sjá einnig taugaveiki og Rickettsia;523/1357/607/129/632/943/1062/549/720/726;
Rabies (lyssinum);;Hundaæði (lyssinum);;20/120/547/793;
Radiation burns;;Geislun - bruni;;727.5/787/880/10000;
Ragweed;;Ragweed;;473;
Raynauds disease;;Raynauds sjúkdómur;;660/690/727.5/20;
Refractory an;;Þrálátt er;;435;
Relaxation/to produce;;Slökun - að kalla fram;;6000/10/7.83;
Renal excretory insufficiency;;Excretory nýrnabilun;;9,2;
Reproductive;;Æxlun;;335/536/622/712;
Respiratory syncytial virus;;Öndunarfæri syncytial veira;;336/712/278;
Retrovirus/variants;;Víxlveiruferjur / afbrigði;;2489/465/727.5/787/880/448/800/10000;
Rhesus gravidatum;;Gravidatum resusapa;;312/322/536/684;
Rheuma;watery discharge from nose or eyes;Rheuma;vot útferð úr nefi eða augum;952/436/595/775;
Rheumaticus;;Rheumaticus;;333/376/820;
Rheumatism;;Gigt;;10000/776/262;
Rhinitis (runny nose/also see Sinusitis);;Nefslímubólgu - nefrennsli - sjá einnig skútabólga;;1550/802/1500/880/787/727.5/465/522/146;
Rhinopneumonitis;;Rhinopneumonitis;;185/367/820/487;
Rhizopus nigricans;;Rhizopus nigricans;;132/327/775/659/660;
Rhodotorula;;Rhodotorula;;833/598/778;
Rhodococcus;;Rhodococcus;;124/835/432/764/337/682/720;
Rickettsia;bacteria that are transmitted to man by lice - fleas - ticks - and mites. Can cause typhoid fever and Q fever.;Rickettsia;bakteríur sem eru sendar til manns með lýs - fleas - ticks - og maurum. Getur valdið taugaveiki og Q hita.;129/632/943/1062/549/720/726;
Rocky Mountain spotted fever;;Rocky Mountain Spotted hita;;375/862/943/788/468/308;
Rotifer;;Rotifer;;4500;
Rubella;German measles - 3-day measles;Rauðir hundar;Þýskir mislingar - 3 daga mislingar;20/342/344/510/943/368/420/465/431/459/517/520/660/690/727.5/734/772/784/785/786/787/796/880/967/1489;
Rubeola/Measles;;Rauðir hundar - Mislingar;;333/523/768/786/342/442/443/467/520/521/529/552/660/690/727.5/712/745/757/763/784/787/880/962/1489;
Ruko tick;;Ruko Tic;;6634/285/308;
Salmonella;can cause intestinal inflammation and infection/and contribute to flu in children;Salmonella;Getur valdið bólgu í þörmum og sýkingu - og stuðlað að flensu hjá börnum;1522/717/972/664/643;
Salmonella paratyphi B;;Salmonella Paratyphi B;;59/92/420/643/644/707/717/719/752/972/7771/1244/1522/6787/165/711;
Salmonella type B;;Salmonella gerð B;;546/693/1634/754/762/773/8656;
Salmonella typhi - can cause typhoid fever;;Salmonella typhi - getur valdið taugaveiki;;420/664/8656/773;
Salmonella typhimurium;can cause food poisoning;Salmonella typhimurium;getur valdið matareitrun;693/754/762;
Sanguis menst;;MensT sanguis;;591;
Sanguinaria;;Sanguinaria;;634;
SARS (Severe Acute Respiratory Syndrome);;SARS;;145.9/165.7/291.7/331.4/437.6/497.1/583.5/662.7/1167/1312.8/1325.5/1491.2/2333.9/2651/4667.8/5301.9/9335.6;
Scarlet fever;;Skarlatssótt;;437/880/787/727.5/690/666;
Schumann resonance (relaxing);;Schumann Ómun (afslöppun);;7,83;
Schunan B-Cell;;Schunan B-Cell;;322/425/561/600/620/623/780/781/950/952/1023/1524/1097/1100;
Sciatica schias;;Settaugarbólgu schias;;1550/802/880/787/727.5/690/666/10;
Sclerosis - lateral;degeneration of spinal cord resulting in spastic paraplegia;Sclerosis - Side;hrörnun mænu veldur krampatruflaðri paraplegia;254;
Sedation and pain relief;;Slæving verkja;;304/6000;
Sedative effect;Reported use on bleeding - bruises - insomnia - sinusitis;Róandi áhrif;Tilkynnt notkun á blæðingum - marbletti - svefnleysi - skútabólga;2,5;
Seizure (1);;Flog (1);;329/226/953;
Semperillium;;Semperillium;;1140;
Serum schweinepest;;Serum Schweinepest;;503/246/604/465;
Sex Gland Fever;;Fös Gland hiti;;10000/20;
Sexual Dysfunction - Sexual Problems;see also Circulatory stasis/orchitis;Kynlífsvandamál - Kynferðisleg vandamál;sjá einnig á blóðrás stöðnun - orchitis;1.1/9.39/9.4/125/660/690/727.5/2127.5/2008/465/880/802/787/1550/666/124/95/73/72/20/650/625/600;
Shigella;can cause acute dysentery and diarrhea as well as infect nerves - brain - and spinal cord chronically;Shigella;getur valdið bráðri dysentery og niðurgangur auk lagst taugar - heila - og mænu langvarandi;621/762/769/770/1550/802/832;
Silver Colloidal;;Silfur Colloidal;;15903;
Sinus Bacteria;;Sinus Bakteríur;;548;
Sinusitis;;Skútabólga;;728/784/880/20/72/120/146/400/440/464/524/548/660/712/732/802/1500/1552/1600/1862;
Sinusitis (2);;Skútabólga (2);;125/160/367/472/600/615/625/650/820/952/1150/1520/1865/2000/4392/4400/4412;
Sinusitis (3);;Skútabólga (3);;60/95/128/225/414/427/432/456/610/614/618/1234/2600/5500/304;
Sinusitis frontalis;;Skútabólga framsvæði;;952/320/682;
Sinusitis maxillaris;;Maxillaris skútabólga;;160/741;
Skin - General;;Skin - allmennur stuðningur;;311/345/414/454/465/644/752/765/766/784/923;
Sleeping sickness;;Svefnsýki;;120/20;
Slipped discs;spasms from microbial toxins;Brjósklos;krampar frá örverum eiturefni;125/880/787/727.5/95/72/20;
Smallpox;also known as variola/an extremely contagious viral disease marked by fever - prostration - and a rash of small blisters;Bólusótt;Einnig þekkt sem variola - Afar smitandi veiru sjúkdómur sem einkennist af hita - kraftleysi - og útbrotum á litlum blöðrum;20/141/142/143/476/475/477/511/510/512/875/876/877/1643/1644/1645/2131/2132/2133/2144/2145/2543/2544/1550/802/542/569/832/3222;
Smallpox (secondary);;Bólusótt annars stigs;;334/542/569/832/3222/360/471/647/506/711/880/787/660/690/727.5/20/802/1550/1644;
Smegma;genital fatty secretion;Smegma;kynfærum feitur seyting;153/180/638;
Sneezing;;Hnerri;;880/787/727.5/465/146;
Sore throat;also see Pharyngitis - Strep general - Strep pyogenes - and Actinomyces israelii;Hálsbólga;Einnig sjá kokbólga - streptokokka almennar - streptokokka pyogenes - og Actinomyces israelii;2720/2489/1800/1600/1550/802/880/787/776/727.5/46.5/766;
Sorghum smut;homeopathic preparation for an allergen;Sorghum SMUT;hómópatísk undirbúningur fyrir mótefnisvaka;294;
Spasms - muscle;;Krampi - vöðva;;6,8;
Spastic paresis;;Spasticdystonla lömun;;30.87/48;
Spleen (secondary);;Milta - annars stigs;;10000/2720/2170/1800/1550/880/802/727.5/465/20;
Spleen/enlarged;;Milta - stækkað;;35/787/3176;
Sporobolomyces;;Sporobolomyces;;753/700;
Sporotrichum pruinosum;;Sporotrichum pruinosum;;584/598/687/755/715;
Stammering;;Stami;;10000/20/6000/7.83;
Staphylococci infection;see also other Staph freqs;Stafýlókokkar sýking;sjá einnig aðrar Staph tíðnir;960/727.5/786/453/674/550/1109/424/943/1050/643/2600/7160/639/1089/8697;
Staph infection (1);;Staph sýking (1);;943/727.5/643/20;
Staphylococcus general;;Stafýlókokkar - almennt;;453/550/674/728/1109/7160/634/639/1089;
Staphylococcus aureus;can cause boils - carbuncles - abscesses - tooth infection - heart disease - and infect tumors;Staphylococcus aureus;getur valdið snýst - carbuncles - graftarkýlum - tönn sýkingu - hjartasjúkdómum - og sýkja æxli;424/660/690/727.5/786/943/1050/5906.25/8697/644/647/745/738/744/745;
Staphylococcus aureus - short;;Staphylococcus aureus - stutt;;333/523/768/786;
Staphylococcus coagulase positive;;Staphylococcus storkuhvata jákvæð;;643;
Stemphylium;;Stemphylium;;461/340/114;
Stiff muscles;;Stífir vöðvar;;320/328/304/300/240/160/776/728/1800/125/80/40/20/6000;
Stiff muscles (secondary);;Stífir vöðvar - annars stigs;;250/10/5.8/2.5/1.5/1.2/1/0.5/1550/802/880/787/776;
Stiff neck;;Stífur háls;;4.9/6/9.19;
Stiff shoulder;;Stíf öxl;;10000/727.5/766/20;
Stomach disorders;see also E. Coli and Parasites general if no lasting relief;Magakveisa;sjá einnig E. Coli og Sníkjudýr almennt ef enginn varanlegur léttir;2127/2008/880/784/727.5/690/676/664/125/95/72/20/3.9/450/802/1552/832/422;
Stomatitis;Inflammation of mucous membranes in the mouth. See also Candida - Herpes simplex I - Stomatitis aphthous - Pyorrhea - and Gingivitis;Munnbólga;Í slímhúð í munni. Sjá einnig Candida - Herpes simplex I - munnbólga aphthous - Pyorrhea - og tannholdsbólga;465/677/702/787/234/278/568/672;
Stomatitis aphthous;ulcers on mucous membrane of mouth. Also called canker sores;Munnangur;sár á slímhúð munni. Einnig kallað canker sár;478/487/498/788/955/982;
Streptococcus infection - general;streptococcus family. Also see General antiseptic and other Strep sets;Streptokokka sýking - almennt;Streptococcus fjölskyldu. Sjá einnig Almennar sótthreinsandi og önnur streptokokka tíðnir;1266/880/787/784/727.5/875/885/2000;
Streptococcus enterococcinum;can cause infection in the digestive and urinary tracts;Streptococcus Enterococcinum;getur valdið sýkingu í meltingarvegi og þvagi svæða;686/409;
Streptococcus haemolytic;blood infection by strep);Blóðlýsu Streptococcus;blóð sýking af streptokokkana);728/880/786/712/128/134/334/443/535/542/675/1415/1522/1902/691/710/1203/368/318;
Streptococcus mutant strain;;Streptokokka stökkbreyttur stofn;;114/437/625/883/994;
Streptococcus mutant strain secondary;;Streptokokkar stökkbreyttur stofn - annars stigs;;108/433/488/687/833/8686/8777/9676/660/732/745/754/764;
Streptococcus pepto;can infect digestive tract;Streptococcus pepto;getur lagst á meltingarveginum;201;
Streptococcus pyogenes;pus-forming infections. Can cause sore throat/skin inflammation (erysipelas) - scarlet fever. See also General antiseptic;Streptococcus pyogenes;gröftur-mynda sýkingar. Getur valdið hálsbólgu / bólgu í húð (erysipelas) - skarlatssótt. Sjá einnig Almennar sótthreinsandi;616/776/735/845/660/10000/880/787/727.5/465/20;
Streptococcus viridans;;Streptococcus víridans;;425/433/445/935/1010/1060/8478/457/465/777/778/1214/1216;
Strep virus;;Strep veira;;563/611/727.5;
Streptococcus pneumoniae (can cause pneumonia - empyema - middle ear infections - endocarditis - peritonitis - arthritis - bacteremia - and meningitis;;Streptococcus pneumoniae (getur valdið lungnabólgu - empyema - miðja sýkingum eyra - hjartaþelsbólgu - lífhimnubólgu - liðagigt - Blóðsýkingar - og heilahimnubólgu;;231/232/683/846/8865;
Streptococcus pneumoniae - mixed flora;;Streptococcus pneumoniae - blönduð flóra;;158/174/645/801;
Streptomyces griseus;soil bacteria which yields streptomycin;Stmptorryces griseus;jarðveg bakteríur sem gefur streptómýsín;333/887;
Streptothrix (includes Nocardia and Actinomyces israeli);;Streptothrix (inniheldur Nocardia og Actinomyces Ísraela);;784/228/231/237/887/2890/222/262/2154/465/488/567/7880/10000/787/727.5/20;
Stroke (follow up);;Heilablóðfall (eftirfylgni);;3/203/1800/880/787/727.5/650/625/600/125/95/72/20/1865/522/428/10000/20/2720;
Struma cystica;;Struma cystica;;5311/531/756/361;
Struma nodosa;;Struma nodosa;;105/122/321/517/532/651/714;
Struma parenchyme;;Struma parenchyme;;121/576;
Stye - staph infection of sebaceous gland of eyelash. Also use Staphylococci infection set;;Stye - Staph sýking fitukirtlum vegna augnhár. Einnig nota kiasahnettium sýkingu í september;;10000/880/787/727.5/20/453/2600;
Subluxation induced disorders;;Aukaverkanir undirhlaupi völdum;;9.6/5.5;
Sudor pedis (excessive foot sweat);;Sudor pedis (óhóflegur fótur sviti);;148;
Sun allergy;Examine prescription drugs/such as Psoralen/for photo-sensitization properties.;Sólarofnæmi;Kanna lyfseðilsskyld lyf - svo sem Psoralen - vegna ljósæmis jáhrifa;3/330;
Sunstroke;;Sólstingur;;444/440/190/3000/95/522/146/880/20/10000;
Surgery pre-op and post-op;to prevent and control nosocomial (hospital-acquired) and idiopathic infection (see also General antiseptic - Staph - and Strep sets;Skurðaðgerðir fyrir aðgerð og eftir;Að koma í veg fyrir spítalasýkingar og sjálfvaktar sýkingar - Sjá einnig Almennar sótthreinsandi - Staph - og streptokokka tíðnir;2170/1800/1600/1550/802/1500/880/832/802/787/776/727.5/465/444/522/146/428;
Surgery/detox of anaesthesia;see also Liver support;Skurðaðgerð - Afeitrun vegna svæfingarlyfja;sjá einnig Lifur stuðningur;522/146;
Surgical pain/post-op recovery;;Skurðaðgerð verkur - eftir aðgerð;;3000/2720/95;
Swelling;edema. See also Kidney insufficiency and Lymph stasis freqs;Bólga;bjúgur. Sjá einnig Nýra lifrarstarfsemi og sogæðakerfis stöðnun;522/146/6.3/148/444/440/880/787/727.5/20/10000/5000/3000;
Swimmers ear;also see Pseudomonas aeruginosa and Otitis externa;Sund - eyrnavandamál;Einnig sjá Pseudomonas aeruginosa og miðeyrnabólgu externa;728/784/880/464/174/482/5311;
Swine flu (H1N1);;Svínaflensu (H1N1);;162.0617/0.45/0.65/2.21/10.23/15.91/30.28/77.5/327.11/1867.1875/1984.375/1992.1875/2070.3125/2625/413/432/663/839/995;
Syphilis;;Sárasótt;;20/120/177/650/625/600/660/690/658/727.5/700/902/17276.11;
Tachycardia;rapid heart beat. For lab animals only. See also Heart tonic - Relaxation sets.;Hraðtaktur;hraður hjartsláttur. Fyrir tilraunadýr eingöngu. Sjá einnig Hjarta jöfnun og slökunar tíðnir;1,2;
Taste - none;;Bragðskyns röskun;;10000/20;
Teeth (Dental) – Regeneration primary;(Run for 45 minutes each);Tennur (Tann) - aðal endurbygging;(Keyra í 45 mínútur hvor);2720;
Teeth (Dental) – Regeneration secondary;(Run for 10 minutes daily);Tennur (Tann) - endurbygging  annars stigs;(Keyra í 10 mínútur á dag);7/25/424/465/660/690/727/784/787/880/1552/156/1577/10000;
Teeth (Dental) – Tooth Extraction - after;;Tennur (Tann) - eftir tanntöku;;7.83/47/95/3000;
Teeth (Dental) – Toothache - Tooth Decay;;Tennur (Tann) - Tannpína - tannskemmdum;;20/47/470.5/95/146/190/333/523/768/786/465/522/555/600/625/650/646/660/690/727.5/776/787/800/802/1550/832/880/1500/1600/1800/1980.47/2489/2720/3000/5000/5170/10000;
Teeth (Dental) – All-purpose;;Tennur (Tann) - Almennt;;48/60/95/47/146/190/333/523/768/786/465/470.5/518/521/522/547/555/600/625/650/622.3/635/640/660/690/727.5/646/666/680/685/750/760/768/775/776/787/800/802/1550/832/880/900/930/960/1036/1043/1094/1500/1600/1800/1980.47/2489/2720/3000/3040/5170/10000;
Teeth (Dental) and Mouth – Abscess;;Tennur (Tann) og munnur - Ígerð;;190/428/444/1865/450/465/500/660/690/727.5/760/787/802/1550/880/2170/2720;
Teeth (Dental) and Mouth – Cancrum oris;;Tennur (Tann) og munnur - Oris cancrum;;20/660/690/727.5/787/802/1550/880;
Teeth (Dental) and Mouth – Canker Sores;;Tennur (Tann) og munnur - canker kaun;;904.67/901/902/903/904/905/906/907/234/278/465/478/487/498/568/672/677/702/787/788/955/982;
Teeth (Dental) and Mouth – Stomatitis Aphthous;;Tennur (Tann) og munnur - munnangur;;904.67/901/902/903/904/905/906/907/234/278/465/478/487/498/568/672/677/702/787/788/955/982;
Teeth (Dental) and Mouth – Catarrh - Mucous Membrane Inflammation in many places of the body;;Tennur (Tann) og munnur - catarrh - Bólga slímhúð í mörgum stöðum líkamans;;20/380/444/1865/660/690/727.5/787/800/802/1550/880;
Teeth (Dental) and Mouth – Dematium nigrum;;Tennur (Tann) og munnur - dematium nigrum;;243/738;
Teeth (Dental) and Mouth – Fistula Dentalis;;Tennur (Tann) og munnur - fistill Dentalis;;550/660/690/727.5/8844/878/1122;
Teeth (Dental) and Mouth – Gingivitis;;Tennur (Tann) og munnur- Gingivitis;;20/146/522/444/1865/465/660/690/727.5/726/776/787/802/1550/880/1556/1600/1800/2008/2720/2489;
Teeth (Dental) and Mouth – Gum Inflammation and Infection;;Tennur (Tann) og munnur - tannholdsbólga og sýkingu;;20/146/522/444/1865/465/660/690/727.5/726/776/787/802/1550/880/1556/1600/1800/2008/2720/2489;
Teeth and Mouth – Halitosis - Bad Breath;;Tennur og munnur - andremma - Bad Breath;;20/660/690/727.5/787/802/1550/880;
Teeth and Mouth – Herpes Sores in Mouth;;Tennur og munnur - Herpes sár í munni;;428/465/660/690/727.5/787/802/1550/880/1500/1800/1850/2489;
Teeth (Dental) - Heavy Metal Detox (Run for 6 minutes);;Tennur (Tann) - Þungmálma-hreinsun (Keyrt í 6 mínútur);;2154/1343/1354/528/1183/945/1121/1211/1425;
Teeth (Dental) - Heavy Metal Detox #Secondary;;Tennur (Tann) - Þungmálma hreinsun - Annars stigs;;64/65/66/67/68/69/70/71/72/73/74/75/63/146/148/152/250/304/306/440/444/465/522/625/635/676/727.5/751/787/880/1036/1505/3040/3176/10000;
Teeth and Mouth – Leukoplakia;;Tennur og munnur - leukoplakia;;465/660/690/727.5/2008/2127.5;
Teeth and Mouth – Oral Lesions;;Tennur og munnur - sár í munni;;146/333/523/768/786/444/1865/465/522/555/660/690/727.5/760/776/787/802/1550/880/1600/1800/2008/2489/2720;
Teeth and Mouth – Pemphigus;;Tennur og munnur - blöðrusótt;;665/694/893;
Teeth and Mouth – Thrush;;Tennur og munnur - þruska;;414/464/465/660/690/727.5/787/880;
Teeth and Mouth – Trench Mouth;;Tennur og munnur - Trench Mouth;;20/465/600/625/650/660/690/727.5/726/776/787/802/1550/880/1556;
Tendomyopathy;;Tendomyopathy;;320/250/160/80/40/20/10/5.8/2.5/1.5/1.2/1/0.5;
Tetanus;infectious disease of the central nervous system caused by clostridium tetani;Stífkrampi;smitandi sjúkdómur í miðtaugakerfinu af völdum Clostridium tetani;244/600/554/120/352/1142/363/458/465/628;
Tetanus (secondary complications);;Stífkrampi (annars stigs fylgikvillar);;880/787/727.5;
Tetragenus;;Tetragenus;;393/433/2712;
Thalamus stimulant;;Heilastúku örvandi;;20;
Thermi bacteria;;Thermi bakteríur;;233/441;
Throat tickle - chronic;see also Streptococcus sets;Hálsi kitla - langvarandi;sjá einnig Streptococcus tíðnir;120/666/690/727.5/787/800/880/1560/1840/1998/766/776;
Thrombophlebitis - inflammation of vein walls from clotting. Use on lab animals only.;See also Circulatory stasis;Segabláæðabólga - bólga í æð veggi úr blóðstorknun. Nota á dýrum Lab eingöngu.;Sjá einnig á blóðrásarstöðnun;1500/776/685;
Thrombosis/infective I herpes family - not to be used with arrhythmia or in U.S.;;Segamyndun / smituðust I herpes fjölskyldu - ekki til að nota með hjartsláttaróreglu eða í Bandaríkjunum;;2720/2489/2170/1800/1550/802/880/787/727.5/444/125/95/72/20/444/1865/1489;
Thrush - use Candida and see Stomatitis freqs;;Þruska - nota Candida og sjá munnbólgu tíðni (Stomatitis);;414/465;
Thymus - to balance and normalize;;Hóstarkirtillinn - til að jafna og rétta af;;20/537;
Thymus gland fever;;Hóstarkirtillinn hiti;;20/10000;
Thyroid - goiter (Swelling involving cysts);;Skjaldkirtill - goiter (Bólga felur í sér kýli);;361/531/756/5311;
Thyroid - goiter (Swelling involving the Kidneys);;Skjaldkirtill - goiter (Bólga felur í sér nýrun);;105/121/122/321/517/532/576/651/714;
Thyroid - goiter (Other causes);;Skjaldkirtill - goiter (aðrar ástæður);;20/160/660/690/727.5/787/880/16000;
Thyroid - to balance and normalize;;Skjaldkirtill - að ná jafnvægi  koma í eðlilegt horf;;160/763/660/690/727.5;
Thyroid gland fever;;Skjaldkirtil hiti;;20/160/660/690/727.5/1570/10000/16000;
Tinnitus;See also Circulatory stasis - Dental - Dental foci - General antiseptic - and Otitis freqs;Eyrnasuð;Sjá einnig á blóðrásstöðnun - Tennur - Tann Foci - Almennar sótthreinsandi tíðnir - og miðeyrnabólgu tíðnir;20/2720/728/784/880;
Tobacco mosaic;;Tóbak mósaík;;233/274/543/782/1052;
Tonsillar nosode;;Tonsillar nosode;;1656;
Tonsillar pfropfe;;Tonsillar pfropfe;;246/151/414;
Tonsillitis (inflammation of tonsils);;Eitlabólga (bólga í kirtla);;1.2/73/1550/802/1500/880/832/787/776/727.5/650/625/600/465/144/452/582;
Tooth extraction followup frequencies;see also General antiseptic set;Tann úrdráttur fylgitíðni;sjá einnig General sótthreinsandi sett;3000/2720/95/47.5/7.82;
Toothache - to neglect this can prevent recovery from any illness. Should also be treated professionally.;See also Dental - Dental foci - Gingivitis - Pyorrhea.;Tannpína - að vanrækja þetta getur komið í veg fyrir árangur. Ætti einnig að meðhöndla faglega.;Sjá einnig Dental - Dental Foci - tannholdsbólgu - Pyorrhea.;3000/95/190/47.5/2720/2489/1800/1600/1550/802/1500/880/832/787/776/727.5/666/650/600/465/646/5170;
Toothache - to neglect this can prevent recovery from any illness. Should also be treated professionally.;;Tannpína - að vanrækja þetta getur komið í veg fyrir árangur tengda öðrum kvillum. Ætti einnig að vera meðhöndlað af fagaðilla..;;0.5/522/146/1552/800;
Toxoplasmosis, a serious, infectious disease that can be either acquired or present at birth and that is commonly contracted by handling contaminated cat litter;;Bogfrymlasótt  áhættusamur - smitsjúkdómur mögulega smitast við fæðingu  eða við meðhöndlun á  köttum eða rusli.;;434/852;
Trauma;;Áföll;;96/192/300/760/3000;
Trauma - mental emotional or physical;;Áföll - geðræn tilfinningaleg eða líkamleg;;3.9/15/96/95/190/192/300/660/690/727.5/465/787/880/760/1565/3000;
Treponema pallidum - use also Syphilis;;Sárasóttar pallidum - nota einnig Sárasótt;;660/902;
Trichinosis - the very serious parasitism resulting from eating pork or bear meat;;Trichinosis - sníkjulíf  mjög alvarlegt  afleiðing þess að borða svínakjöt eða bjarnakjöt;;101/541/822/1054/1372;
Trichodermia;;Trichodermia;;711;
Trichomonas - a microorganism causing vaginal irritation with discharge and itching;;Trichomonas - örverur valda ertingu í leggöngum  með útferð og kláða;;610/692/980;
Trichophytie general;;Sveppasýking almennt;;132/725/808/812/2422/9493;
Trichophytie nagel;;Sveppasýking  nögl;;381/585/593/812;
Trichophytie nagel secondary;;Sveppasýking nögl annars stigs;;133/142/373/376/378/385/387/420/425/428/576/578/580/581/583/584/587/588/592/595/597/724/725/726/750/794/797/801/805/808/809/817/886/2422/6887/7688/7697/7885/584/587/592/732/733/738/748/765/766/771/777/778/779/1256;
Trichophyton mentagrophytes;;Húðsveppasýking;;311/414;
Trichophyton rubrum;;Húðsveppasýking fætur;;752/923;
Trichophyton tonsurans;;Húðsveppasýking höfuð neglur;;454/765;
Trigeminal neuralgia;;Vangahvot (verkur í andliti);;2720/2489/2170/1800/1600/1550/802/7.5/880/832/787/776/760/727.5/650/146/7.82/27.5/428;
Trypanosoma gambiense;;Afríku svefn sýki;;255/316/403/700/724;
Tuberculinum;;Tuberculinum;;332/522/664/731/737/748/1085/1099/1700/761;
Tuberculosis also see Tuberculinum;;Berklar Sjá einnig Tuberculinum;;20/740/1840/720/1552/1600/216/802/784/1500/727.5/690/666;
Tuberculosis aviare;;Berklar aviare;;303/332/342/438/440/532/3113/6515/697/698/720/731/741/748/770;
Tuberculosis bovine;;Berklar nautgripir;;229/523/625/635/838/877/3353/748/757;
Tuberculosis klebs;;Berklar klebs;;217/220/221/686/1132/1644/2313/6516/729/748;
Tuberculosis rod form;;Berklar stangar form;;803/1513;
Tuberculosis secondary complications;;Berklar fylgikvillar annars stigs;;776/2127/2008/465;
Tuberculosis - rod - E. coli - TB infections;;Berklar - stangir - E. coli - TB sýkingar;;799/802/804/1550/1513;
Tuberculosis/virus;;Berklar / veira;;2565;
Tularemia a serious infectious disease also called deer fly fever or rabbit fever;;Tularemia alvarlegur smit-sjúkdómur  einnig kallaður dádýr fljúga hiti eða kanínu hiti;;324/427/823;
Turbatrix;;Turbatrix;;104;
Typhoid fever;typhus infection related symptoms causing high fever - headache - and rash. Also use Salmonella typhi and Rickettsia and see Q fever.;Taugaveiki;taugaveikibakteríu sýkingar tengd einkenni sem valda háum hita - höfuðverkur - og útbrot. Nota einnig Salmonella typhi og Rickettsia og sjá Q hita.;3205/824/1550/802/690/1800/1862/712/714;
Ulcer/duodenal;;Sár / skeifugörn;;676/727.5/750/880/10000;
Ulcer/gastric;;Sár / maga;;676;
Ulcers/general;;Sár / almenn;;676/664/802/784/2489/2170/2127/1800/1600/880/832/802/787/776/727.5/73;
Ulcer/ventric;;Sár / slegill;;142/566/676/232/1000;
Ulcer/ventricular;;Sár / slegli;;769/760;
Ureaplasma;;Ureaplasma;;756;
Uremia - also known as uremic poisoning;excessive amounts of nitrogenous waste products in the blood/as seen in kidney failure. Also use Kidney and Lymph stasis freqs.;Þvageitrun - einnig þekkt sem uremic eitrun;óhóflegt magn af köfnunar-úrgangs-efnum í blóði - sést við nýrnabilun. Einnig nota Nýrna og Eitla stasis tíðnir.;911;
Urethritis (also see Vaginosis and use Chlamydia trachomatis);;Þvagrasarbólga (sjá einnig Vaginosis og nota Chlamydia trachomatis);;2720/2170/2127/1800/1600/1550/802/1500/880/832/787/776/727.5/650/625/600/465/444/1865/125/95/72/1.2;
Urticaria;hives - often due to toxins;Ofsakláði;ofsakláði - oft vegna eiturefna;1800/522/146/4.9/787/727.5;
Uterine polyp;;Blöðrur á legi;;689;
Uterine tumor - myoma;Also run related cancer frequencies;Legi æxli - myoma;Keyra líka tengdar krabbameins-tíðnir;127/253/420/453/689/832;
Uterus - prolapsed - dropped or tipped;;Leg - sig - lækkað eða framfallið;;9.1/110;
Vaccininum (a homeopathic nosode);;Vaccininum (hómópatísk nosode);;476;
Vaginitis - also run Candida - Fungi - Molds and Yeasts;;Leggangabólga - Keyra einnig Candida - Sveppir - Mygla og Ger;;1.2/250/9.39/9.4/20/72/95/125/414/444/1865/465/542/600/625/650/642/652/660/690/727.5/776/784/787/800/802/1550/832/845/866/880/942/1500/1600/1800/2127.5/2170/2720;
Vaginosis - nonspecific infection. Also see Gardnerella - Candida - and Trichomonas;;Vaginosis - óskilgreind sýkingu. Sjá einnig Gardnerella - Candida - og Trichomonas;;414/542/642/652/800/832/845/866/942/728/784/880/464;
Vagina and Labia;;Leggöng og skapabarmar;;1.2/250/9.39/9.4/20/72/95/125/414/444/1865/464/465/542/600/625/650/642/652/660/690/727.5/776/784/787/800/802/1550/832/845/866/880/942/1500/1600/1800/2127.5/2170/2720;
Varicoses;;Æðavandamál;;1.2/28;
Vegetative dystonia;involuntary muscle dysfunction;Kynlaus - trufllun vöðvaspennu;ósjálfráð vöðva truflun;40;
